"Date","Site sessions","Phone clicked","Email clicked","Whatsapp clicked"
"20/10/2022","67","10","0","0"
"19/10/2022","75","8","0","0"
"18/10/2022","90","12","0","0"
"17/10/2022","82","7","0","0"
"16/10/2022","37","2","0","0"
"15/10/2022","47","5","0","0"
"14/10/2022","55","7","0","0"
"13/10/2022","72","6","0","0"
"12/10/2022","78","11","0","0"
"11/10/2022","65","8","0","0"
"10/10/2022","97","13","0","0"
"08/10/2022","36","4","0","0"
"07/10/2022","46","9","0","0"
"06/10/2022","51","5","0","0"
"05/10/2022","64","6","0","0"
"04/10/2022","59","5","0","0"
"03/10/2022","83","13","0","0"
"02/10/2022","45","3","0","0"
"01/10/2022","68","8","0","0"
"30/09/2022","90","12","0","0"
"29/09/2022","69","10","0","0"
"28/09/2022","72","14","0","0"
"27/09/2022","68","6","0","0"
"26/09/2022","92","19","0","0"
"25/09/2022","45","6","0","0"
"24/09/2022","46","6","0","0"
"23/09/2022","66","7","0","0"
"22/09/2022","80","9","0","0"
"21/09/2022","55","9","0","0"
"20/09/2022","69","7","0","0"
"19/09/2022","120","22","0","0"
"18/09/2022","47","1","0","0"
"17/09/2022","42","5","0","0"
"16/09/2022","89","13","0","0"
"15/09/2022","59","8","0","0"
"14/09/2022","63","6","0","0"
"13/09/2022","54","6","0","0"
"12/09/2022","71","9","0","0"
"11/09/2022","48","5","0","0"
"10/09/2022","39","6","0","0"
"09/09/2022","56","10","0","0"
"08/09/2022","68","6","0","0"
"07/09/2022","55","6","0","0"
"06/09/2022","59","3","0","0"
"05/09/2022","59","10","0","0"
"04/09/2022","37","2","0","0"
"03/09/2022","37","1","0","0"
"02/09/2022","49","5","0","0"
"01/09/2022","55","5","0","0"
"31/08/2022","57","7","0","0"
"30/08/2022","58","6","0","0"
"29/08/2022","84","16","0","0"
"28/08/2022","34","4","0","0"
"27/08/2022","49","7","0","0"
"26/08/2022","76","15","0","0"
"25/08/2022","47","3","0","0"
"24/08/2022","39","6","0","0"
"23/08/2022","41","5","0","0"
"22/08/2022","59","7","0","0"
"21/08/2022","39","3","0","0"
"20/08/2022","38","1","0","0"
"19/08/2022","62","10","0","0"
"18/08/2022","65","9","0","0"
"17/08/2022","79","6","0","0"
"16/08/2022","54","3","0","0"
"15/08/2022","59","6","0","0"
"14/08/2022","37","2","0","0"
"13/08/2022","47","7","0","0"
"12/08/2022","53","10","0","0"
"11/08/2022","62","9","0","0"
"10/08/2022","60","4","0","0"
"09/08/2022","37","2","0","0"
"08/08/2022","91","18","0","0"
"07/08/2022","28","1","0","0"
"06/08/2022","52","5","0","0"
"05/08/2022","85","12","0","0"
"04/08/2022","54","9","0","0"
"03/08/2022","67","10","0","0"
"02/08/2022","61","5","0","0"
"01/08/2022","103","21","0","0"
"31/07/2022","28","1","0","0"
"30/07/2022","47","3","0","0"
"29/07/2022","95","10","0","0"
"28/07/2022","51","4","0","0"
"27/07/2022","57","8","0","0"
"26/07/2022","57","4","0","0"
"25/07/2022","94","13","0","0"
"24/07/2022","42","5","0","0"
"23/07/2022","52","7","0","0"
"22/07/2022","60","9","0","0"
"21/07/2022","64","7","0","0"
"20/07/2022","61","7","0","0"
"19/07/2022","71","8","0","0"
"18/07/2022","99","12","0","0"
"17/07/2022","36","1","0","0"
"16/07/2022","41","5","0","0"
"15/07/2022","87","11","0","0"
"14/07/2022","72","8","0","0"
"13/07/2022","83","15","0","0"
"12/07/2022","115","20","0","0"
"11/07/2022","92","13","0","0"
"10/07/2022","48","1","0","0"
"09/07/2022","47","8","0","0"
"08/07/2022","84","12","0","0"
"07/07/2022","77","11","0","0"
"06/07/2022","63","6","0","0"
"05/07/2022","80","9","0","0"
"04/07/2022","117","22","0","0"
"03/07/2022","55","1","0","0"
"02/07/2022","44","7","0","0"
"01/07/2022","72","11","0","0"
"30/06/2022","52","3","0","0"
"29/06/2022","70","15","0","0"
"28/06/2022","67","10","0","0"
"27/06/2022","98","16","0","0"
"26/06/2022","25","1","0","0"
"25/06/2022","61","12","0","0"
"24/06/2022","71","13","0","0"
"23/06/2022","77","8","0","0"
"22/06/2022","71","6","0","0"
"21/06/2022","62","7","0","0"
"20/06/2022","107","7","0","0"
"19/06/2022","45","4","0","0"
"18/06/2022","54","7","0","0"
"17/06/2022","80","14","0","0"
"16/06/2022","71","10","0","0"
"15/06/2022","80","8","0","0"
"14/06/2022","77","16","0","0"
"13/06/2022","113","23","0","0"
"12/06/2022","46","2","0","0"
"11/06/2022","70","10","0","0"
"10/06/2022","111","21","0","0"
"09/06/2022","97","15","0","0"
"08/06/2022","75","10","0","0"
"07/06/2022","82","10","0","0"
"06/06/2022","119","22","0","0"
"05/06/2022","47","2","0","0"
"04/06/2022","65","8","0","0"
"03/06/2022","77","12","0","0"
"02/06/2022","51","2","0","0"
"01/06/2022","64","7","0","0"
"31/05/2022","58","6","0","0"
"30/05/2022","118","21","0","0"
"29/05/2022","39","3","0","0"
"28/05/2022","70","6","0","0"
"27/05/2022","73","9","0","0"
"26/05/2022","69","7","0","0"
"25/05/2022","69","7","0","0"
"24/05/2022","84","8","0","0"
"23/05/2022","105","18","0","0"
"22/05/2022","34","3","0","0"
"21/05/2022","53","5","0","0"
"20/05/2022","78","14","0","0"
"19/05/2022","72","11","0","0"
"18/05/2022","86","8","0","0"
"17/05/2022","86","6","0","0"
"16/05/2022","79","13","0","0"
"15/05/2022","44","4","0","0"
"14/05/2022","43","4","0","0"
"13/05/2022","87","11","0","0"
"12/05/2022","69","9","0","0"
"11/05/2022","61","6","0","0"
"10/05/2022","71","9","0","0"
"09/05/2022","67","17","0","0"
"08/05/2022","29","3","0","0"
"07/05/2022","28","4","0","0"
"06/05/2022","54","5","0","0"
"05/05/2022","53","6","0","0"
"04/05/2022","82","13","0","0"
"03/05/2022","56","9","0","0"
"02/05/2022","78","22","0","0"
"01/05/2022","41","3","0","0"
"30/04/2022","39","4","0","0"
"29/04/2022","62","13","0","0"
"28/04/2022","46","4","0","0"
"27/04/2022","59","9","0","0"
"26/04/2022","35","6","0","0"
"25/04/2022","65","10","0","0"
"24/04/2022","28","2","0","0"
"23/04/2022","39","5","0","0"
"22/04/2022","49","7","0","0"
"21/04/2022","40","9","0","0"
"20/04/2022","38","6","0","0"
"19/04/2022","37","5","0","0"
"18/04/2022","66","8","0","0"
"17/04/2022","30","3","0","0"
"16/04/2022","49","8","0","0"
"15/04/2022","50","6","0","0"
"14/04/2022","41","8","0","0"
"13/04/2022","41","2","0","0"
"12/04/2022","47","3","0","0"
"11/04/2022","50","9","0","0"
"10/04/2022","27","3","0","0"
"09/04/2022","32","4","0","0"
"08/04/2022","47","11","0","0"
"07/04/2022","43","4","0","0"
"06/04/2022","53","2","0","0"
"05/04/2022","37","8","0","0"
"04/04/2022","41","5","0","0"
"03/04/2022","27","2","0","0"
"02/04/2022","27","2","0","0"
"01/04/2022","45","10","0","0"
"31/03/2022","26","1","0","0"
"30/03/2022","30","5","0","0"
"29/03/2022","24","3","0","0"
"28/03/2022","51","9","0","0"
"27/03/2022","19","1","0","0"
"26/03/2022","40","3","0","0"
"25/03/2022","21","2","0","0"
"24/03/2022","39","9","0","0"
"23/03/2022","39","7","0","0"
"22/03/2022","46","4","0","0"
"21/03/2022","40","5","0","0"
"19/03/2022","28","5","0","0"
"18/03/2022","31","5","0","0"
"17/03/2022","40","9","0","0"
"16/03/2022","34","2","0","0"
"15/03/2022","39","3","0","0"
"14/03/2022","50","5","0","0"
"13/03/2022","20","3","0","0"
"12/03/2022","34","7","0","0"
"11/03/2022","46","10","0","0"
"10/03/2022","27","3","0","0"
"09/03/2022","45","3","0","0"
"08/03/2022","47","3","0","0"
"07/03/2022","39","9","0","0"
"06/03/2022","29","3","0","0"
"05/03/2022","23","1","0","0"
"04/03/2022","44","7","0","0"
"03/03/2022","30","6","0","0"
"02/03/2022","34","8","0","0"
"01/03/2022","61","9","0","0"
"28/02/2022","60","7","0","0"
"27/02/2022","35","7","0","0"
"26/02/2022","39","6","0","0"
"25/02/2022","49","7","0","0"
"24/02/2022","46","5","0","0"
"23/02/2022","57","13","0","0"
"22/02/2022","38","2","0","0"
"21/02/2022","67","12","0","0"
"20/02/2022","32","2","0","0"
"19/02/2022","36","5","0","0"
"18/02/2022","52","11","0","0"
"17/02/2022","41","3","0","0"
"16/02/2022","34","4","0","0"
"15/02/2022","29","3","0","0"
"14/02/2022","66","8","0","0"
"13/02/2022","26","1","0","0"
