"Date","Site sessions","Phone clicked","Email clicked","Whatsapp clicked"
"30/09/2021","27","1","0","0"
"29/09/2021","32","5","0","0"
"28/09/2021","24","3","0","0"
"27/09/2021","30","4","0","0"
"26/09/2021","16","4","0","0"
"25/09/2021","17","4","0","0"
"24/09/2021","24","1","0","0"
"23/09/2021","30","1","0","0"
"21/09/2021","22","4","0","0"
"20/09/2021","48","5","0","0"
"19/09/2021","14","1","0","0"
"18/09/2021","26","4","0","0"
"17/09/2021","26","5","0","0"
"16/09/2021","28","1","0","0"
"15/09/2021","30","5","0","0"
"13/09/2021","43","5","0","0"
"12/09/2021","35","3","0","0"
"11/09/2021","21","1","0","0"
"10/09/2021","40","7","0","0"
"09/09/2021","36","5","0","0"
"08/09/2021","34","6","0","0"
"07/09/2021","36","3","0","0"
"06/09/2021","43","9","0","0"
"05/09/2021","20","2","0","0"
"04/09/2021","21","2","0","0"
"03/09/2021","30","4","0","0"
"02/09/2021","30","4","0","0"
"01/09/2021","31","3","0","0"
"31/08/2021","28","5","0","0"
"30/08/2021","34","3","0","0"
"29/08/2021","29","2","0","0"
"28/08/2021","21","2","0","0"
"27/08/2021","35","2","0","0"
"26/08/2021","27","5","0","0"
"25/08/2021","36","3","0","0"
"24/08/2021","30","1","0","0"
"23/08/2021","34","4","0","0"
"21/08/2021","22","2","0","0"
"20/08/2021","31","6","0","0"
"19/08/2021","28","2","0","0"
"18/08/2021","44","5","0","0"
"17/08/2021","35","2","0","0"
"16/08/2021","28","1","0","0"
"15/08/2021","19","1","0","0"
"14/08/2021","14","1","0","0"
"13/08/2021","41","4","0","0"
"12/08/2021","23","3","0","0"
"11/08/2021","30","1","0","0"
"10/08/2021","37","5","0","0"
"09/08/2021","25","5","0","0"
"07/08/2021","19","2","0","0"
"06/08/2021","22","3","0","0"
"05/08/2021","20","2","0","0"
"04/08/2021","29","4","0","0"
"03/08/2021","29","2","0","0"
