"Date","Site sessions","Phone clicked","Email clicked","Whatsapp clicked"
"23/11/2023","40","3","0","0"
"22/11/2023","55","6","0","0"
"21/11/2023","48","5","0","0"
"20/11/2023","49","7","0","0"
"19/11/2023","32","2","0","0"
"18/11/2023","29","1","0","0"
"17/11/2023","35","3","0","0"
"16/11/2023","40","5","0","0"
"15/11/2023","49","4","0","0"
"14/11/2023","43","4","0","0"
"13/11/2023","38","8","0","0"
"12/11/2023","23","2","0","0"
"11/11/2023","23","3","0","0"
"10/11/2023","31","4","0","0"
"09/11/2023","32","3","0","0"
"08/11/2023","40","5","0","0"
"07/11/2023","35","4","0","0"
"06/11/2023","68","10","0","0"
"04/11/2023","30","3","0","0"
"03/11/2023","42","4","0","0"
"02/11/2023","41","3","0","0"
"01/11/2023","31","4","0","0"
"31/10/2023","42","4","0","0"
"30/10/2023","43","6","0","0"
"29/10/2023","23","1","0","0"
"28/10/2023","32","4","0","0"
"27/10/2023","40","7","0","0"
"26/10/2023","53","6","0","0"
"25/10/2023","45","9","0","0"
"24/10/2023","42","2","0","0"
"23/10/2023","57","7","0","0"
"21/10/2023","31","4","0","0"
"20/10/2023","41","4","0","0"
"19/10/2023","33","5","0","0"
"18/10/2023","47","8","0","0"
"17/10/2023","42","4","0","0"
"16/10/2023","50","7","0","0"
"15/10/2023","33","4","0","0"
"14/10/2023","14","3","0","0"
"13/10/2023","31","6","0","0"
"12/10/2023","41","3","0","0"
"11/10/2023","35","2","0","0"
"10/10/2023","33","3","0","0"
"09/10/2023","58","11","0","0"
"08/10/2023","15","1","0","0"
"07/10/2023","32","3","0","0"
"06/10/2023","62","8","0","0"
"05/10/2023","43","3","0","0"
"04/10/2023","46","6","0","0"
"03/10/2023","41","5","0","0"
"02/10/2023","71","9","0","0"
"01/10/2023","25","3","0","0"
"30/09/2023","39","4","0","0"
"29/09/2023","40","4","0","0"
"28/09/2023","56","11","0","0"
"27/09/2023","50","10","0","0"
"26/09/2023","43","6","0","0"
"25/09/2023","52","2","0","0"
"23/09/2023","23","4","0","0"
"22/09/2023","44","7","0","0"
"21/09/2023","30","4","0","0"
"20/09/2023","65","8","0","0"
"19/09/2023","45","7","0","0"
"18/09/2023","56","9","0","0"
"17/09/2023","29","3","0","0"
"16/09/2023","31","3","0","0"
"15/09/2023","64","10","0","0"
"14/09/2023","35","5","0","0"
"13/09/2023","58","8","0","0"
"12/09/2023","38","2","0","0"
"11/09/2023","46","7","0","0"
"10/09/2023","30","1","0","0"
"09/09/2023","31","5","0","0"
"08/09/2023","65","13","0","0"
"07/09/2023","44","6","0","0"
"06/09/2023","40","6","0","0"
"05/09/2023","36","5","0","0"
"04/09/2023","85","21","0","0"
"03/09/2023","23","1","0","0"
"02/09/2023","43","8","0","0"
"01/09/2023","46","9","0","0"
"31/08/2023","50","5","0","0"
"30/08/2023","41","3","0","0"
"29/08/2023","37","4","0","0"
"28/08/2023","39","5","0","0"
"26/08/2023","21","2","0","0"
"25/08/2023","41","7","0","0"
"24/08/2023","41","3","0","0"
"23/08/2023","55","6","0","0"
"22/08/2023","39","4","0","0"
"21/08/2023","64","8","0","0"
"20/08/2023","22","1","0","0"
"19/08/2023","25","1","0","0"
"18/08/2023","45","8","0","0"
"17/08/2023","43","6","0","0"
"16/08/2023","34","3","0","0"
"15/08/2023","35","4","0","0"
"14/08/2023","55","8","0","0"
"13/08/2023","14","2","0","0"
"12/08/2023","23","5","0","0"
"11/08/2023","52","6","0","0"
"10/08/2023","58","10","0","0"
"09/08/2023","38","9","0","0"
"08/08/2023","35","4","0","0"
"07/08/2023","46","8","0","0"
"06/08/2023","22","1","0","0"
"05/08/2023","17","1","0","0"
"04/08/2023","45","10","0","0"
"03/08/2023","45","9","0","0"
"02/08/2023","57","6","0","0"
"01/08/2023","46","8","0","0"
"31/07/2023","63","5","0","0"
"30/07/2023","29","5","0","0"
"29/07/2023","37","7","0","0"
"28/07/2023","41","8","0","0"
"27/07/2023","38","2","0","0"
"26/07/2023","29","3","0","0"
"25/07/2023","43","4","0","0"
"24/07/2023","63","9","0","0"
"22/07/2023","28","2","0","0"
"21/07/2023","47","5","0","0"
"20/07/2023","33","5","0","0"
"19/07/2023","53","4","0","0"
"18/07/2023","39","10","0","0"
"17/07/2023","55","12","0","0"
"16/07/2023","29","4","0","0"
"15/07/2023","29","6","0","0"
"14/07/2023","44","4","0","0"
"13/07/2023","39","7","0","0"
"12/07/2023","39","7","0","0"
"11/07/2023","48","3","0","0"
"10/07/2023","53","12","0","0"
"09/07/2023","19","2","0","0"
"08/07/2023","32","4","0","0"
"07/07/2023","36","3","0","0"
"06/07/2023","47","5","0","0"
"05/07/2023","39","6","0","0"
"03/07/2023","81","18","0","0"
"01/07/2023","31","2","0","0"
"30/06/2023","65","6","0","0"
"29/06/2023","27","1","0","0"
"28/06/2023","38","3","0","0"
"27/06/2023","33","4","0","0"
"26/06/2023","45","7","0","0"
"24/06/2023","26","1","0","0"
"23/06/2023","48","5","0","0"
"22/06/2023","29","3","0","0"
"21/06/2023","40","6","0","0"
"20/06/2023","31","1","0","0"
"19/06/2023","68","13","0","0"
"18/06/2023","32","2","0","0"
"17/06/2023","20","4","0","0"
"16/06/2023","41","6","0","0"
"15/06/2023","45","3","0","0"
"14/06/2023","38","4","0","0"
"13/06/2023","45","5","0","0"
"12/06/2023","54","11","0","0"
"11/06/2023","16","3","0","0"
"10/06/2023","16","3","0","0"
"09/06/2023","42","7","0","0"
"08/06/2023","24","1","0","0"
"07/06/2023","37","3","0","0"
"06/06/2023","26","1","0","0"
"05/06/2023","55","15","0","0"
"04/06/2023","25","1","0","0"
"03/06/2023","33","4","0","0"
"02/06/2023","34","4","0","0"
"01/06/2023","44","4","0","0"
"31/05/2023","38","5","0","0"
"30/05/2023","45","8","0","0"
"29/05/2023","59","9","0","0"
"28/05/2023","19","3","0","0"
"27/05/2023","42","8","0","0"
"26/05/2023","36","4","0","0"
"24/05/2023","51","7","0","0"
"23/05/2023","37","2","0","0"
"22/05/2023","68","13","0","0"
"21/05/2023","20","3","0","0"
"20/05/2023","37","4","0","0"
"19/05/2023","44","5","0","0"
"18/05/2023","66","8","0","0"
"17/05/2023","55","2","0","0"
"16/05/2023","58","7","0","0"
"15/05/2023","74","11","0","0"
"14/05/2023","23","1","0","0"
"13/05/2023","34","2","0","0"
"12/05/2023","61","9","0","0"
"11/05/2023","51","3","0","0"
"10/05/2023","50","3","0","0"
"09/05/2023","44","5","0","0"
"08/05/2023","59","12","0","0"
"07/05/2023","26","2","0","0"
"06/05/2023","29","2","0","0"
"05/05/2023","42","3","0","0"
"04/05/2023","57","7","0","0"
"03/05/2023","71","14","0","0"
"02/05/2023","75","8","0","0"
"01/05/2023","56","6","0","0"
"30/04/2023","30","1","0","0"
"29/04/2023","27","5","0","0"
"28/04/2023","62","5","0","0"
"27/04/2023","54","4","0","0"
"26/04/2023","44","5","0","0"
"25/04/2023","45","6","0","0"
"24/04/2023","56","9","0","0"
"22/04/2023","44","2","0","0"
"21/04/2023","56","12","0","0"
"20/04/2023","46","6","0","0"
"19/04/2023","59","7","0","0"
"18/04/2023","46","4","0","0"
"17/04/2023","60","11","0","0"
"16/04/2023","35","1","0","0"
"15/04/2023","32","1","0","0"
"14/04/2023","63","5","0","0"
"13/04/2023","48","2","0","0"
"12/04/2023","74","10","0","0"
"11/04/2023","52","6","0","0"
"10/04/2023","81","6","0","0"
"09/04/2023","43","1","0","0"
"08/04/2023","58","12","0","0"
"07/04/2023","59","11","0","0"
"06/04/2023","80","17","0","0"
"05/04/2023","78","13","0","0"
"04/04/2023","53","10","0","0"
"03/04/2023","77","13","0","0"
"02/04/2023","30","4","0","0"
"01/04/2023","44","3","0","0"
"31/03/2023","54","10","0","0"
"30/03/2023","64","6","0","0"
"29/03/2023","59","8","0","0"
"28/03/2023","62","10","0","0"
"27/03/2023","93","18","0","0"
"26/03/2023","33","3","0","0"
"25/03/2023","54","7","0","0"
"24/03/2023","83","15","0","0"
"23/03/2023","48","8","0","0"
"22/03/2023","51","8","0","0"
"21/03/2023","66","7","0","0"
"20/03/2023","92","13","0","0"
"19/03/2023","32","4","0","0"
"18/03/2023","33","1","0","0"
"17/03/2023","74","16","0","0"
"16/03/2023","84","16","0","0"
"15/03/2023","100","18","0","0"
"14/03/2023","71","6","0","0"
"13/03/2023","102","20","0","0"
"12/03/2023","51","2","0","0"
"11/03/2023","59","3","0","0"
"10/03/2023","77","8","0","0"
"09/03/2023","43","8","0","0"
"08/03/2023","59","4","0","0"
"07/03/2023","64","13","0","0"
"06/03/2023","99","18","0","0"
"05/03/2023","28","1","0","0"
"04/03/2023","34","3","0","0"
"03/03/2023","73","9","0","0"
"02/03/2023","48","2","0","0"
"01/03/2023","65","8","0","0"
"28/02/2023","69","8","0","0"
"27/02/2023","74","13","0","0"
"26/02/2023","40","4","0","0"
"25/02/2023","54","4","0","0"
"24/02/2023","75","10","0","0"
"23/02/2023","66","7","0","0"
"22/02/2023","74","8","0","0"
"21/02/2023","67","12","0","0"
"20/02/2023","79","13","0","0"
"19/02/2023","30","4","0","0"
"18/02/2023","41","7","0","0"
"17/02/2023","85","14","0","0"
"16/02/2023","40","3","0","0"
"15/02/2023","72","7","0","0"
"14/02/2023","68","12","0","0"
"13/02/2023","100","13","0","0"
