"Date","Site sessions","Phone clicked","Email clicked","Whatsapp clicked"
"11/06/2024","27","4","0","0"
"10/06/2024","64","9","0","0"
"09/06/2024","21","2","0","0"
"08/06/2024","28","3","0","0"
"07/06/2024","48","5","0","0"
"06/06/2024","69","11","0","0"
"05/06/2024","50","7","0","0"
"04/06/2024","34","3","0","0"
"03/06/2024","60","9","0","0"
"02/06/2024","14","3","0","0"
"01/06/2024","28","3","0","0"
"31/05/2024","36","2","0","0"
"30/05/2024","24","3","0","0"
"29/05/2024","52","7","0","0"
"28/05/2024","39","4","0","0"
"27/05/2024","49","8","0","0"
"26/05/2024","21","1","0","0"
"25/05/2024","29","1","0","0"
"24/05/2024","37","10","0","0"
"23/05/2024","56","10","0","0"
"22/05/2024","43","7","0","0"
"21/05/2024","57","7","0","0"
"20/05/2024","64","14","0","0"
"19/05/2024","19","3","0","0"
"18/05/2024","31","2","0","0"
"17/05/2024","52","12","0","0"
"16/05/2024","46","5","0","0"
"15/05/2024","36","3","0","0"
"14/05/2024","38","6","0","0"
"13/05/2024","55","13","0","0"
"11/05/2024","30","4","0","0"
"10/05/2024","30","3","0","0"
"09/05/2024","43","7","0","0"
"08/05/2024","37","3","0","0"
"07/05/2024","40","8","0","0"
"06/05/2024","69","15","0","0"
"05/05/2024","30","2","0","0"
"04/05/2024","28","2","0","0"
"03/05/2024","50","5","0","0"
"02/05/2024","55","6","0","0"
"01/05/2024","29","3","0","0"
"30/04/2024","48","7","0","0"
"29/04/2024","72","13","0","0"
"28/04/2024","30","3","0","0"
"27/04/2024","28","4","0","0"
"26/04/2024","61","8","0","0"
"25/04/2024","37","3","0","0"
"24/04/2024","44","4","0","0"
"23/04/2024","35","3","0","0"
"22/04/2024","62","4","0","0"
"21/04/2024","21","4","0","0"
"20/04/2024","20","1","0","0"
"19/04/2024","44","9","0","0"
"18/04/2024","23","2","0","0"
"17/04/2024","28","2","0","0"
"16/04/2024","29","2","0","0"
"15/04/2024","54","11","0","0"
"14/04/2024","25","1","0","0"
"13/04/2024","19","2","0","0"
"12/04/2024","38","7","0","0"
"11/04/2024","35","5","0","0"
"10/04/2024","26","4","0","0"
"09/04/2024","32","3","0","0"
"08/04/2024","48","6","0","0"
"07/04/2024","15","1","0","0"
"06/04/2024","23","1","0","0"
"05/04/2024","46","7","0","0"
"04/04/2024","39","1","0","0"
"03/04/2024","30","2","0","0"
"02/04/2024","49","3","0","0"
"01/04/2024","64","8","0","0"
"31/03/2024","18","1","0","0"
"30/03/2024","26","5","0","0"
"29/03/2024","25","3","0","0"
"28/03/2024","31","4","0","0"
"27/03/2024","58","12","0","0"
"26/03/2024","45","2","0","0"
"25/03/2024","52","4","0","0"
"23/03/2024","22","3","0","0"
"22/03/2024","35","3","0","0"
"20/03/2024","42","4","0","0"
"19/03/2024","42","4","0","0"
"18/03/2024","74","12","0","0"
"17/03/2024","29","1","0","0"
"16/03/2024","31","4","0","0"
"15/03/2024","31","5","0","0"
"14/03/2024","44","5","0","0"
"13/03/2024","37","4","0","0"
"12/03/2024","41","2","0","0"
"11/03/2024","44","9","0","0"
"10/03/2024","28","2","0","0"
"09/03/2024","23","6","0","0"
"08/03/2024","46","6","0","0"
"07/03/2024","36","5","0","0"
"06/03/2024","47","3","0","0"
"05/03/2024","45","10","0","0"
"04/03/2024","55","8","0","0"
"02/03/2024","38","4","0","0"
"01/03/2024","38","3","0","0"
"29/02/2024","47","3","0","0"
"28/02/2024","51","6","0","0"
"27/02/2024","51","8","0","0"
"26/02/2024","62","14","0","0"
"25/02/2024","35","7","0","0"
"24/02/2024","30","2","0","0"
"23/02/2024","44","6","0","0"
"22/02/2024","41","5","0","0"
"21/02/2024","64","6","0","0"
"20/02/2024","39","6","0","0"
"19/02/2024","74","11","0","0"
"18/02/2024","16","3","0","0"
"17/02/2024","34","5","0","0"
"16/02/2024","58","10","0","0"
"15/02/2024","47","7","0","0"
"14/02/2024","66","12","0","0"
"13/02/2024","95","17","0","0"
